material,year,country,route,energy_MJ_per_kg,emissions_kgCO2e_per_kg,mining_energy_MJ_per_kg,smelting_energy_MJ_per_kg,refining_energy_MJ_per_kg,fabrication_energy_MJ_per_kg,recycled_content_frac,recycling_efficiency_frac,recycled_output_kg_per_kg,loop_closing_potential_USD_per_kg,reuse_potential_score,repairability_score,product_lifetime_years,end_of_life_route,transport_distance_km,transport_mode,electricity_grid_renewable_pct,renewable_electricity_frac,material_criticality_score,economic_value_USD_per_kg,circularity_index_default,missing_data_flag,V_kg,recovered_kg,W_kg,LFI,lifespan_clipped,F,MCI_raw,MCI,MCI_percent
Steel,2022,Australia,Primary,20.373,2.2,6.522,7.973,2.706,3.173,0.058,0.3,0.017,0.013,0.744,0.621,6.3,Landfill,570.9,Truck,27.0,0.27,0.126,0.79,0.332,0,0.942,0.017,0.983,0.9625,6.3,2.142857,-1.0624998624999997,0.0,0.0
Cobalt,2023,Germany,Secondary,20.317,4.673,1.841,3.245,2.724,12.508,0.703,0.756,0.532,15.915,0.228,0.213,3.6,Recycled,119.2,Ship,17.9,0.179,0.302,29.915,0.494,0,0.297,0.532,0.468,0.3825,3.6,3.75,-0.43437499999999996,0.0,0.0
Aluminium,2020,Chile,Primary,47.33,12.141,4.668,32.868,5.081,4.712,0.007,0.507,0.004,0.008,0.674,0.449,1.3,Recycled,647.4,Ship,24.4,0.244,0.267,2.049,0.349,0,0.993,0.004,0.996,0.9945,1.3,10.384615,-9.327499617500001,0.0,0.0
Copper,2021,USA,Primary,27.238,4.716,7.156,12.197,5.441,2.444,0.023,0.3,0.007,0.05,0.313,0.633,10.1,Recycled,35.0,Air,26.6,0.266,0.431,7.148,0.259,0,0.977,0.007,0.993,0.985,10.1,1.336634,-0.3165844900000001,0.0,0.0
Nickel,2020,USA,Secondary,15.942,2.806,1.072,1.947,1.004,11.919,0.899,0.858,0.771,10.285,0.061,0.144,5.8,Recycled,586.6,Truck,34.3,0.343,0.131,13.34,0.574,0,0.101,0.771,0.229,0.165,5.8,2.327586,0.6159483099999999,0.615948,61.59
Copper,2021,China,Primary,23.576,4.029,5.641,10.544,4.758,2.633,0.043,0.444,0.019,0.136,0.601,0.742,8.4,Incinerated,688.5,Rail,20.0,0.2,0.436,7.148,0.348,0,0.957,0.019,0.981,0.969,8.4,1.607143,-0.557321567,0.0,0.0
Zinc,2020,Brazil,Secondary,8.794,1.688,0.625,1.459,0.852,5.858,0.596,0.932,0.555,0.953,0.649,0.531,3.7,Recycled,366.8,Truck,45.7,0.457,0.388,1.717,0.67,0,0.404,0.555,0.445,0.4245,3.7,3.648649,-0.5488515004999999,0.0,0.0
Steel,2019,USA,Primary,22.88,2.22,7.747,8.693,3.005,3.435,0.009,0.475,0.004,0.004,0.673,0.37,2.2,Downcycled,19.0,Truck,25.2,0.252,0.142,0.997,0.333,0,0.991,0.004,0.996,0.9935,2.2,6.136364,-5.096477634000001,0.0,0.0
Steel,2022,Canada,Primary,20.237,2.636,6.273,7.887,3.296,2.78,0.007,0.3,0.002,0.002,0.434,0.492,6.3,Landfill,7.6,Truck,40.2,0.402,0.2,0.986,0.286,0,0.993,0.002,0.998,0.9955,6.3,2.142857,-1.1332141435,0.0,0.0
Nickel,2018,Germany,Secondary,12.791,2.634,1.051,2.063,0.644,9.034,0.721,0.747,0.538,7.854,0.348,0.287,4.7,Downcycled,77.3,Ship,20.0,0.2,0.652,14.598,0.525,0,0.279,0.538,0.462,0.3705,4.7,2.87234,-0.06420197000000005,0.0,0.0
Steel,2023,Germany,Secondary,7.558,0.843,0.218,1.158,0.64,5.542,0.664,0.855,0.568,0.344,0.337,0.598,6.2,Downcycled,52.2,Truck,4.3,0.043,0.248,0.605,0.541,0,0.336,0.568,0.432,0.384,6.2,2.177419,0.16387110399999993,0.163871,16.39
Copper,2022,USA,Primary,33.884,3.674,8.659,15.084,6.416,3.725,0.002,0.458,0.001,0.006,0.322,0.577,7.6,Downcycled,729.3,Truck,6.6,0.066,0.239,6.295,0.257,0,0.998,0.001,0.999,0.9985,7.6,1.776316,-0.7736515260000001,0.0,0.0
Aluminium,2020,Chile,Primary,60.366,10.037,4.534,41.162,8.096,6.574,0.01,0.358,0.004,0.006,0.493,0.205,6.7,Recycled,390.9,Ship,32.3,0.323,0.507,1.579,0.269,1,0.99,0.004,0.996,0.993,6.7,2.014925,-1.000820525,0.0,0.0
Steel,2018,USA,Primary,22.709,2.774,6.206,9.209,3.845,3.449,0.019,0.43,0.008,0.007,0.501,0.308,9.6,Recycled,49.3,Truck+Ship,49.4,0.494,0.63,0.925,0.338,0,0.981,0.008,0.992,0.9865,9.6,1.40625,-0.38726562500000017,0.0,0.0
Zinc,2024,Chile,Primary,31.966,3.805,9.041,12.701,4.754,5.47,0.006,0.372,0.002,0.004,0.492,0.697,6.9,Recycled,365.4,Truck,55.8,0.558,0.482,2.202,0.368,0,0.994,0.002,0.998,0.996,6.9,1.956522,-0.948695912,0.0,0.0
Steel,2019,Germany,Primary,23.19,1.871,6.87,9.247,3.434,3.639,0.015,0.355,0.005,0.006,0.301,0.487,7.7,Landfill,164.9,Truck,31.9,0.319,0.102,1.286,0.268,0,0.985,0.005,0.995,0.99,7.7,1.753247,-0.7357145300000001,0.0,0.0
Lithium,2021,China,Primary,86.877,10.555,43.076,15.395,16.338,12.068,0.011,0.468,0.005,0.202,0.348,0.473,2.8,Cascaded,84.8,Ship,26.7,0.267,0.176,40.305,0.296,1,0.989,0.005,0.995,0.992,2.8,4.821429,-3.782857568,0.0,0.0
Steel,2020,Chile,Primary,21.236,1.957,5.883,8.317,3.082,3.954,0.019,0.3,0.006,0.005,0.678,0.387,12.1,Recycled,112.9,Truck+Ship,57.0,0.57,0.129,0.806,0.349,0,0.981,0.006,0.994,0.9875,12.1,1.115702,-0.10175572500000007,0.0,0.0
Copper,2019,Germany,Secondary,6.583,1.312,0.12,0.577,0.716,5.17,0.591,0.904,0.534,2.55,0.302,0.626,9.7,Recycled,232.8,Ship,11.8,0.118,0.257,4.775,0.55,0,0.409,0.534,0.466,0.4375,9.7,1.391753,0.39110806249999996,0.391108,39.11
Zinc,2024,Canada,Primary,30.239,3.691,8.601,12.177,4.979,4.482,0.022,0.3,0.007,0.015,0.318,0.677,6.4,Recycled,132.2,Truck,19.0,0.19,0.183,2.094,0.249,0,0.978,0.007,0.993,0.9855,6.4,2.109375,-1.0787890625000003,0.0,0.0
Zinc,2019,USA,Secondary,6.105,1.174,0.567,0.746,0.563,4.23,0.605,0.902,0.545,1.043,0.565,0.466,3.5,Recycled,46.8,Truck,13.5,0.135,0.168,1.913,0.58,0,0.395,0.545,0.455,0.425,3.5,3.857143,-0.6392857750000001,0.0,0.0
Nickel,2018,Chile,Primary,74.065,8.736,26.134,32.309,6.071,9.55,0.005,0.507,0.003,0.044,0.304,0.077,4.6,Recycled,56.5,Truck,36.2,0.362,0.41,14.708,0.279,0,0.995,0.003,0.997,0.996,4.6,2.934783,-1.9230438679999997,0.0,0.0
Copper,2024,China,Primary,28.675,2.738,7.649,11.925,6.071,3.03,0.051,0.3,0.015,0.116,0.534,0.376,4.4,Recycled,969.1,Truck,32.0,0.32,0.263,7.721,0.284,0,0.949,0.015,0.985,0.967,4.4,3.068182,-1.9669319940000003,0.0,0.0
Copper,2023,Chile,Primary,26.717,4.142,6.79,12.674,4.929,2.325,0.035,0.304,0.011,0.065,0.614,0.777,5.7,Landfill,708.1,Truck+Ship,15.3,0.153,0.178,5.883,0.3,0,0.965,0.011,0.989,0.977,5.7,2.368421,-1.3139473170000002,0.0,0.0
Copper,2022,Germany,Secondary,6.827,1.244,0.257,0.991,0.538,5.042,0.672,0.762,0.512,2.592,0.381,0.441,8.1,Recycled,79.1,Truck,72.6,0.726,0.106,5.062,0.643,0,0.328,0.512,0.488,0.408,8.1,1.666667,0.31999986400000013,0.32,32.0
Lithium,2021,Germany,Primary,112.45,5.838,57.669,20.885,18.151,15.745,0.005,0.35,0.002,0.076,0.165,0.127,4.0,Recycled,125.8,Truck,16.6,0.166,0.193,38.015,0.177,0,0.995,0.002,0.998,0.9965,4.0,3.375,-2.3631875,0.0,0.0
Aluminium,2024,China,Primary,67.949,15.063,11.922,43.03,7.511,5.486,0.024,0.3,0.007,0.014,0.193,0.576,15.3,Recycled,43.7,Ship,5.5,0.055,0.302,2.039,0.194,0,0.976,0.007,0.993,0.9845,15.3,0.882353,0.1313234714999999,0.131323,13.13
Aluminium,2023,China,Primary,66.566,13.058,8.661,44.24,6.773,6.892,0.008,0.3,0.002,0.005,0.502,0.556,9.1,Recycled,176.8,Rail,48.4,0.484,0.13,2.262,0.32,0,0.992,0.002,0.998,0.995,9.1,1.483516,-0.47609842,0.0,0.0
Steel,2019,Canada,Secondary,6.084,0.932,0.356,0.91,0.326,4.492,0.708,0.883,0.626,0.434,0.7,0.446,8.9,Recycled,224.9,Truck+Ship,46.2,0.462,0.368,0.694,0.684,0,0.292,0.626,0.374,0.333,8.9,1.516854,0.49488761800000003,0.494888,49.49
Copper,2018,India,Primary,23.507,3.681,5.361,10.902,5.182,2.062,0.016,0.3,0.005,0.029,0.357,0.607,3.7,Recycled,270.2,Ship,6.9,0.069,0.082,5.714,0.222,0,0.984,0.005,0.995,0.9895,3.7,3.648649,-2.6103381855,0.0,0.0
Zinc,2024,India,Primary,28.357,3.377,8.157,11.913,4.078,4.21,0.023,0.3,0.007,0.013,0.733,0.242,5.1,Landfill,135.7,Truck+Ship,13.5,0.135,0.236,1.918,0.257,0,0.977,0.007,0.993,0.985,5.1,2.647059,-1.607353115,0.0,0.0
Zinc,2020,Germany,Primary,29.032,4.02,6.979,13.24,4.589,4.224,0.055,0.3,0.017,0.046,0.48,0.473,1.4,Recycled,191.3,Ship,16.7,0.167,0.301,2.712,0.256,0,0.945,0.017,0.983,0.964,1.4,9.642857,-8.295714147999998,0.0,0.0
Nickel,2022,Australia,Secondary,17.242,2.819,1.345,2.969,1.032,11.895,0.771,0.752,0.58,8.267,0.521,0.269,4.4,Landfill,354.3,Rail,43.3,0.433,0.082,14.253,0.61,0,0.229,0.58,0.42,0.3245,4.4,3.068182,0.00437494099999991,0.004375,0.44
Copper,2018,Chile,Secondary,8.019,1.039,0.203,0.807,0.649,6.36,0.591,0.895,0.529,3.264,0.263,0.599,12.2,Landfill,158.1,Truck+Ship,59.6,0.596,0.412,6.17,0.635,0,0.409,0.529,0.471,0.44,12.2,1.106557,0.51311492,0.513115,51.31
Zinc,2023,India,Primary,28.477,3.595,8.784,11.443,3.788,4.463,0.005,0.3,0.001,0.002,0.469,0.395,0.5,Recycled,103.0,Truck,27.1,0.271,0.364,1.819,0.255,0,0.995,0.001,0.999,0.997,0.5,27.0,-25.919,0.0,0.0
Cobalt,2018,India,Primary,81.454,11.925,32.831,31.878,11.554,5.191,0.002,0.3,0.0,0.0,0.09,0.176,3.3,Landfill,302.1,Ship,35.6,0.356,0.201,40.134,0.193,0,0.998,0.0,1.0,0.999,3.3,4.090909,-3.0868180909999996,0.0,0.0
Steel,2018,Australia,Secondary,7.294,0.55,0.553,0.963,0.567,5.21,0.716,0.776,0.556,0.368,0.32,0.598,9.0,Landfill,196.5,Truck,64.0,0.64,0.533,0.662,0.648,0,0.284,0.556,0.444,0.364,9.0,1.5,0.45399999999999996,0.454,45.4
Copper,2024,Chile,Primary,25.82,4.051,6.623,11.221,5.11,2.866,0.034,0.352,0.012,0.073,0.283,0.205,7.5,Recycled,472.8,Rail,57.5,0.575,0.163,6.082,0.292,0,0.966,0.012,0.988,0.977,7.5,1.8,-0.7585999999999999,0.0,0.0
Copper,2022,Germany,Primary,28.343,3.539,7.358,12.685,5.369,2.931,0.082,0.484,0.04,0.266,0.348,0.793,7.2,Recycled,225.0,Truck,35.4,0.354,0.577,6.645,0.368,0,0.918,0.04,0.96,0.939,7.2,1.875,-0.7606249999999999,0.0,0.0
Steel,2018,USA,Secondary,5.465,1.04,0.338,1.097,0.363,3.668,0.735,0.734,0.54,0.427,0.589,0.458,5.4,Incinerated,6.9,Truck,55.4,0.554,0.38,0.791,0.649,1,0.265,0.54,0.46,0.3625,5.4,2.5,0.09375,0.09375,9.38
Lithium,2021,Germany,Secondary,27.455,2.96,6.047,3.766,3.298,14.344,0.64,0.883,0.565,24.905,0.164,0.2,6.6,Recycled,382.5,Ship,27.3,0.273,0.62,44.08,0.524,0,0.36,0.565,0.435,0.3975,6.6,2.045455,0.18693163749999997,0.186932,18.69
Steel,2018,Chile,Primary,21.965,1.811,7.307,8.423,2.849,3.386,0.027,0.401,0.011,0.009,0.802,0.42,10.8,Recycled,431.2,Ship,12.8,0.128,0.052,0.861,0.315,0,0.973,0.011,0.989,0.981,10.8,1.25,-0.22625000000000006,0.0,0.0
Nickel,2020,Chile,Primary,73.177,6.803,24.8,34.633,7.606,6.138,0.026,0.3,0.008,0.168,0.42,0.214,1.2,Incinerated,152.0,Ship,39.0,0.39,0.433,20.953,0.259,0,0.974,0.008,0.992,0.983,1.2,11.25,-10.05875,0.0,0.0
Steel,2021,Australia,Primary,21.01,2.359,6.048,8.702,2.916,3.344,0.007,0.403,0.003,0.003,0.772,0.328,3.8,Recycled,167.4,Truck+Ship,31.8,0.318,0.387,0.855,0.335,0,0.993,0.003,0.997,0.995,3.8,3.552632,-2.53486884,0.0,0.0
Copper,2018,Australia,Secondary,6.712,1.104,0.523,0.623,0.55,5.016,0.705,0.916,0.645,3.933,0.664,0.447,5.6,Downcycled,678.4,Truck+Ship,39.7,0.397,0.044,6.097,0.675,0,0.295,0.645,0.355,0.325,5.6,2.410714,0.21651794999999996,0.216518,21.65
Steel,2020,Canada,Secondary,7.959,0.93,0.525,1.404,0.527,5.503,0.721,0.851,0.614,0.434,0.471,0.48,4.4,Recycled,3.4,Truck,39.0,0.39,0.205,0.707,0.632,0,0.279,0.614,0.386,0.3325,4.4,3.068182,-0.020170515000000222,0.0,0.0
Lithium,2021,Chile,Secondary,22.352,3.826,4.324,3.59,2.349,12.089,0.741,0.847,0.627,23.872,0.208,0.1,1.9,Recycled,86.2,Truck,47.1,0.471,0.421,38.074,0.575,0,0.259,0.627,0.373,0.316,1.9,7.105263,-1.245263108,0.0,0.0
Steel,2019,Australia,Primary,22.993,2.574,6.665,9.485,2.721,4.122,0.034,0.357,0.012,0.012,0.593,0.592,12.4,Landfill,142.8,Ship,45.6,0.456,0.343,0.972,0.355,0,0.966,0.012,0.988,0.977,12.4,1.08871,-0.06366967000000012,0.0,0.0
Aluminium,2023,Brazil,Secondary,6.254,1.046,0.001,0.364,0.517,5.373,0.585,0.731,0.427,0.559,0.482,0.79,4.9,Landfill,53.3,Rail,0.0,0.0,0.496,1.31,0.517,0,0.415,0.427,0.573,0.494,4.9,2.755102,-0.361020388,0.0,0.0
Steel,2020,Brazil,Secondary,7.767,0.861,0.336,1.384,0.414,5.633,0.797,0.897,0.715,0.419,0.484,0.694,6.0,Downcycled,341.4,Truck,12.3,0.123,0.642,0.586,0.635,0,0.203,0.715,0.285,0.244,6.0,2.25,0.45100000000000007,0.451,45.1
Steel,2023,Germany,Primary,18.185,2.397,5.815,6.59,2.83,2.95,0.009,0.345,0.003,0.002,0.192,0.276,9.6,Recycled,112.2,Ship,21.0,0.21,0.229,0.739,0.204,0,0.991,0.003,0.997,0.994,9.6,1.40625,-0.3978124999999999,0.0,0.0
Steel,2018,Brazil,Primary,23.118,3.22,6.635,9.721,3.518,3.244,0.004,0.3,0.001,0.001,0.795,0.823,14.3,Downcycled,658.9,Ship,5.1,0.051,0.148,0.965,0.303,0,0.996,0.001,0.999,0.9975,14.3,0.944056,0.05830413999999995,0.058304,5.83
Copper,2019,USA,Secondary,10.263,1.17,0.188,0.854,0.837,8.384,0.591,0.898,0.531,2.837,0.494,0.443,6.1,Recycled,88.8,Ship,31.0,0.31,0.404,5.342,0.598,0,0.409,0.531,0.469,0.439,6.1,2.213115,0.028442514999999946,0.028443,2.84
Lithium,2024,Germany,Primary,93.655,9.107,50.138,17.175,13.045,13.297,0.01,0.3,0.003,0.162,0.263,0.089,6.2,Recycled,127.7,Truck,19.0,0.19,0.087,54.044,0.179,0,0.99,0.003,0.997,0.9935,6.2,2.177419,-1.1632657765000003,0.0,0.0
Aluminium,2021,India,Primary,55.607,13.251,7.519,35.813,6.32,5.955,0.011,0.3,0.003,0.006,0.234,0.451,6.2,Recycled,42.6,Rail,63.7,0.637,0.175,2.098,0.3,0,0.989,0.003,0.997,0.993,6.2,2.177419,-1.162177067,0.0,0.0
Aluminium,2019,Chile,Primary,69.848,8.937,9.023,45.76,7.134,7.931,0.03,0.323,0.01,0.018,0.509,0.545,8.9,Downcycled,579.3,Ship,31.3,0.313,0.171,1.756,0.298,0,0.97,0.01,0.99,0.98,8.9,1.516854,-0.4865169199999999,0.0,0.0
Lithium,2019,USA,Primary,97.349,10.214,44.405,22.915,17.804,12.225,0.018,0.3,0.005,0.195,0.507,0.259,3.3,Downcycled,151.2,Ship,20.0,0.2,0.307,39.011,0.236,0,0.982,0.005,0.995,0.9885,3.3,4.090909,-3.0438635465,0.0,0.0
Zinc,2020,India,Primary,31.517,3.529,9.183,12.868,4.527,4.939,0.009,0.362,0.003,0.006,0.574,0.385,2.1,Recycled,267.1,Truck+Ship,64.1,0.641,0.257,2.092,0.364,0,0.991,0.003,0.997,0.994,2.1,6.428571,-5.389999574,0.0,0.0
Copper,2022,Australia,Primary,26.003,4.034,5.684,13.467,4.502,2.349,0.045,0.3,0.013,0.083,0.327,0.363,6.2,Landfill,69.5,Ship,28.7,0.287,0.205,6.354,0.244,0,0.955,0.013,0.987,0.971,6.2,2.177419,-1.114273849,0.0,0.0
Steel,2020,Germany,Primary,18.854,2.123,5.803,7.38,3.017,2.654,0.03,0.365,0.011,0.01,0.735,0.486,11.3,Recycled,184.1,Truck,19.7,0.197,0.197,0.881,0.315,0,0.97,0.011,0.989,0.9795,11.3,1.19469,-0.17019885499999998,0.0,0.0
Aluminium,2022,China,Primary,59.43,14.337,9.438,35.758,7.374,6.861,0.044,0.306,0.014,0.023,0.517,0.436,3.8,Landfill,399.1,Rail,11.8,0.118,0.165,1.669,0.248,0,0.956,0.014,0.986,0.971,3.8,3.552632,-2.449605672,0.0,0.0
Copper,2022,Canada,Primary,20.972,5.13,4.76,9.82,4.274,2.117,0.004,0.3,0.001,0.005,0.299,0.534,10.8,Recycled,161.8,Rail,19.9,0.199,0.707,4.839,0.229,0,0.996,0.001,0.999,0.9975,10.8,1.25,-0.24687500000000018,0.0,0.0
Steel,2023,Germany,Primary,23.062,2.306,7.282,9.134,2.954,3.692,0.001,0.515,0.0,0.0,0.455,0.414,4.6,Recycled,439.4,Truck,50.9,0.509,0.178,0.745,0.366,0,0.999,0.0,1.0,0.9995,4.6,2.934783,-1.9333156085,0.0,0.0
Nickel,2019,Brazil,Secondary,22.914,2.644,3.073,2.814,0.99,16.036,0.829,0.786,0.652,8.246,0.121,0.082,3.3,Recycled,40.6,Rail,30.8,0.308,0.021,12.647,0.531,0,0.171,0.652,0.348,0.2595,3.3,4.090909,-0.061590885500000025,0.0,0.0
Aluminium,2022,China,Primary,59.88,10.537,7.908,38.15,7.332,6.49,0.064,0.3,0.019,0.033,0.231,0.829,14.3,Downcycled,359.7,Truck,0.0,0.0,0.479,1.763,0.224,0,0.936,0.019,0.981,0.9585,14.3,0.944056,0.09512232399999998,0.095122,9.51
Steel,2021,Germany,Primary,18.593,2.648,5.863,7.718,2.716,2.297,0.026,0.432,0.011,0.008,0.602,0.382,10.1,Recycled,397.2,Ship,27.4,0.274,0.437,0.772,0.319,0,0.974,0.011,0.989,0.9815,10.1,1.336634,-0.31190627100000023,0.0,0.0
Cobalt,2023,China,Primary,82.005,11.967,34.868,27.033,11.58,8.524,0.04,0.3,0.012,0.438,0.295,0.386,4.3,Landfill,238.2,Truck,60.0,0.6,0.264,36.502,0.303,0,0.96,0.012,0.988,0.974,4.3,3.139535,-2.05790709,0.0,0.0
Steel,2023,India,Primary,19.126,1.987,5.59,8.699,2.365,2.472,0.018,0.3,0.005,0.005,0.341,0.633,1.9,Incinerated,56.7,Ship,57.1,0.571,0.09,1.071,0.323,0,0.982,0.005,0.995,0.9885,1.9,7.105263,-6.0235524755,0.0,0.0
Steel,2023,Chile,Primary,21.035,1.714,6.175,8.318,3.247,3.295,0.011,0.3,0.003,0.002,0.441,0.473,10.5,Landfill,27.9,Truck,58.9,0.589,0.148,0.785,0.324,0,0.989,0.003,0.997,0.993,10.5,1.285714,-0.27671400200000007,0.0,0.0
Nickel,2020,Germany,Secondary,20.603,2.559,1.639,3.215,1.331,14.419,0.747,0.761,0.569,7.013,0.542,0.162,6.7,Cascaded,151.9,Truck+Ship,22.8,0.228,0.238,12.325,0.558,0,0.253,0.569,0.431,0.342,6.7,2.014925,0.31089564999999997,0.310896,31.09
Steel,2018,Chile,Primary,17.629,2.145,5.311,7.341,2.448,2.529,0.028,0.43,0.012,0.011,0.535,0.396,4.5,Landfill,1176.2,Air,40.1,0.401,0.07,0.931,0.336,0,0.972,0.012,0.988,0.98,4.5,3.0,-1.94,0.0,0.0
Copper,2023,India,Primary,32.396,4.852,8.35,14.018,6.789,3.239,0.019,0.3,0.006,0.039,0.322,0.487,11.4,Downcycled,345.7,Truck,58.6,0.586,0.441,6.48,0.309,0,0.981,0.006,0.994,0.9875,11.4,1.184211,-0.16940836250000002,0.0,0.0
Lithium,2022,Australia,Secondary,26.825,3.232,5.005,4.204,3.199,14.417,0.726,0.916,0.665,28.928,0.2,0.075,6.5,Recycled,201.5,Rail,0.0,0.0,0.077,43.501,0.494,0,0.274,0.665,0.335,0.3045,6.5,2.076923,0.36757694650000006,0.367577,36.76
Aluminium,2024,Germany,Primary,77.156,9.687,9.266,52.276,5.79,9.823,0.017,0.3,0.005,0.01,0.42,0.504,12.1,Downcycled,53.3,Air,2.6,0.026,0.147,1.943,0.213,0,0.983,0.005,0.995,0.989,12.1,1.115702,-0.1034292779999999,0.0,0.0
Aluminium,2020,Canada,Primary,59.54,8.571,9.247,37.724,5.181,7.388,0.007,0.3,0.002,0.004,0.636,0.393,9.6,Downcycled,0.7,Air,37.3,0.373,0.242,1.936,0.301,0,0.993,0.002,0.998,0.9955,9.6,1.40625,-0.399921875,0.0,0.0
Aluminium,2024,Chile,Secondary,6.656,0.822,0.436,0.744,0.327,5.149,0.944,0.827,0.781,0.997,0.354,0.659,6.7,Landfill,744.0,Truck,15.0,0.15,0.088,1.277,0.633,0,0.056,0.781,0.219,0.1375,6.7,2.014925,0.7229478125,0.722948,72.29
Copper,2019,Canada,Secondary,8.049,1.18,0.658,1.2,0.612,5.579,0.677,0.782,0.53,2.691,0.528,0.681,11.8,Recycled,549.0,Truck,43.9,0.439,0.366,5.078,0.639,0,0.323,0.53,0.47,0.3965,11.8,1.144068,0.5463770379999999,0.546377,54.64
Aluminium,2018,India,Primary,63.895,13.022,8.514,41.662,6.617,7.102,0.068,0.352,0.024,0.054,0.526,0.418,6.0,Recycled,464.2,Truck+Ship,16.4,0.164,0.504,2.249,0.276,0,0.932,0.024,0.976,0.954,6.0,2.25,-1.1465,0.0,0.0
Copper,2019,Canada,Primary,25.083,2.62,6.137,10.749,4.509,3.688,0.083,0.3,0.025,0.136,0.497,0.756,0.5,Recycled,58.5,Rail,0.0,0.0,0.146,5.424,0.261,0,0.917,0.025,0.975,0.946,0.5,27.0,-24.541999999999998,0.0,0.0
Lithium,2019,Chile,Primary,77.788,8.661,42.258,11.842,10.603,13.085,0.021,0.3,0.006,0.362,0.447,0.144,0.5,Landfill,303.7,Truck+Ship,20.6,0.206,0.195,60.288,0.218,1,0.979,0.006,0.994,0.9865,0.5,27.0,-25.6355,0.0,0.0
Copper,2021,Chile,Primary,29.232,3.721,9.155,11.588,5.341,3.149,0.039,0.3,0.012,0.084,0.342,0.569,6.5,Cascaded,155.4,Rail,0.0,0.0,0.017,6.962,0.208,0,0.961,0.012,0.988,0.9745,6.5,2.076923,-1.0239614635,0.0,0.0
Zinc,2022,Canada,Secondary,7.986,1.176,0.408,1.263,0.534,5.781,0.624,0.776,0.484,0.714,0.333,0.545,8.7,Landfill,86.9,Ship,42.7,0.427,0.204,1.476,0.579,0,0.376,0.484,0.516,0.446,8.7,1.551724,0.3079310959999999,0.307931,30.79
Cobalt,2020,Canada,Primary,88.959,12.72,32.785,34.231,13.569,8.374,0.025,0.428,0.011,0.38,0.492,0.104,7.4,Recycled,93.0,Rail,25.5,0.255,0.529,34.519,0.27,0,0.975,0.011,0.989,0.982,7.4,1.824324,-0.791486168,0.0,0.0
Zinc,2021,Chile,Primary,26.743,3.276,6.915,11.811,4.445,3.572,0.058,0.3,0.017,0.029,0.645,0.424,10.5,Recycled,278.7,Truck+Ship,43.5,0.435,0.211,1.701,0.331,0,0.942,0.017,0.983,0.9625,10.5,1.285714,-0.23749972500000016,0.0,0.0
Aluminium,2024,Australia,Primary,60.475,11.597,9.527,39.902,5.11,5.936,0.02,0.436,0.009,0.015,0.192,0.552,8.7,Recycled,298.8,Truck,22.3,0.223,0.227,1.713,0.264,0,0.98,0.009,0.991,0.9855,8.7,1.551724,-0.5292240020000001,0.0,0.0
Steel,2020,Australia,Primary,22.09,1.679,7.137,8.694,2.704,3.555,0.02,0.455,0.009,0.01,0.356,0.581,6.1,Recycled,1105.2,Rail,10.5,0.105,0.336,1.066,0.274,0,0.98,0.009,0.991,0.9855,6.1,2.213115,-1.1810248325000003,0.0,0.0
Aluminium,2024,USA,Primary,66.006,12.24,10.166,43.58,8.647,3.612,0.021,0.3,0.006,0.011,0.374,0.594,11.2,Cascaded,245.3,Truck+Ship,28.3,0.283,0.123,1.806,0.267,0,0.979,0.006,0.994,0.9865,11.2,1.205357,-0.18908468050000016,0.0,0.0
Zinc,2022,Brazil,Secondary,10.326,0.981,0.714,0.91,0.867,7.835,0.701,0.711,0.498,0.96,0.781,0.432,5.6,Downcycled,263.6,Ship,12.0,0.12,0.463,1.928,0.573,0,0.299,0.498,0.502,0.4005,5.6,2.410714,0.034509042999999906,0.034509,3.45
Copper,2018,Canada,Secondary,8.12,1.212,0.347,1.364,0.424,5.984,0.546,0.754,0.412,2.844,0.68,0.67,8.1,Recycled,261.5,Truck+Ship,51.6,0.516,0.457,6.902,0.635,0,0.454,0.412,0.588,0.521,8.1,1.666667,0.131666493,0.131666,13.17
Zinc,2023,Canada,Secondary,8.524,1.453,0.534,1.396,0.853,5.741,0.753,0.874,0.658,0.923,0.401,0.564,7.5,Downcycled,306.6,Air,70.7,0.707,0.146,1.402,0.708,0,0.247,0.658,0.342,0.2945,7.5,1.8,0.4699,0.4699,46.99
Aluminium,2020,Chile,Primary,54.712,10.538,8.229,37.691,4.087,4.706,0.026,0.495,0.013,0.022,0.722,0.669,6.0,Cascaded,8.0,Truck,45.1,0.451,0.352,1.71,0.42,0,0.974,0.013,0.987,0.9805,6.0,2.25,-1.2061250000000001,0.0,0.0
Steel,2023,Germany,Secondary,6.985,1.307,0.64,0.995,0.466,4.884,0.647,0.745,0.482,0.3,0.677,0.652,5.4,Recycled,23.3,Ship,28.0,0.28,0.188,0.622,0.608,0,0.353,0.482,0.518,0.4355,5.4,2.5,-0.0887500000000001,0.0,0.0
Zinc,2020,India,Primary,29.847,2.993,8.272,12.847,4.449,4.28,0.065,0.379,0.025,0.043,0.626,0.36,4.4,Downcycled,214.8,Truck,50.7,0.507,0.452,1.71,0.361,0,0.935,0.025,0.975,0.955,4.4,3.068182,-1.93011381,0.0,0.0
Aluminium,2021,China,Primary,66.408,13.815,10.013,44.979,6.472,4.944,0.014,0.3,0.004,0.007,0.624,0.343,9.1,Recycled,3.0,Truck,45.3,0.453,0.568,1.849,0.312,0,0.986,0.004,0.996,0.991,9.1,1.483516,-0.47016435599999995,0.0,0.0
